adj_amb,cond_group,item,verb_bias,explanation,pronoun,pronoun_type,new_sent,question_answers,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,adj,german_adj_freq,german_adj_length,verb,german_verb_freq,german_verb_length,Susanne_avgRating_Score,story,question,left,right,left_pronoun,right_pronoun,correct,q_type,Intended referent,intended_answer_text,intended_answer_side,intended_answer_key,correct_response,type1_ambiguous,real_NP1_gender,real_NP2_gender,generated_version,Causality
nonamb,3,2,NP1,NP1-Causality,sie,amb,"Eva störte Katharina, weil sie am späten Nachmittag laut war und das Meeting unterbrach.",Wer störte Katharina? (Eva / Birgit),annoyed,StimExp,7.0,268.0,-2.0,79,aggressiv,19.09,9.0,störte,2.33,6.0,87.5,"Eva störte Katharina,
weil_sie am späten Nachmittag laut_war und das_Meeting unterbrach.",Wer störte Katharina?,Eva,Birgit,sie,sie,F,2,NP1,Eva,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,2,NP1,NP1-Causality,sie,sie,"Eva störte Sebastian, weil sie am späten Nachmittag laut war und das Meeting unterbrach.",Wer störte Sebastian? (Eva / Laura),annoyed,StimExp,7.0,268.0,-2.0,79,aggressiv,19.09,9.0,störte,2.33,6.0,87.5,"Eva störte Sebastian,
weil_sie am späten Nachmittag laut_war und das_Meeting unterbrach.",Wer störte Sebastian?,Eva,Laura,sie,sie,F,2,NP1,Eva,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,2,NP1,NP2-Causality,sie,sie,"Peter störte Katharina, weil sie am späten Nachmittag gestresst war und die Nerven verlor.",Wer störte Katharina? (Peter / Frank),annoyed,StimExp,7.0,268.0,-2.0,79,erschöpft,10.12,9.0,störte,2.33,6.0,87.5,"Peter störte Katharina,
weil_sie am späten Nachmittag gestresst_war und die_Nerven verlor.",Wer störte Katharina?,Peter,Frank,er,er,F,2,NP2,Peter,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,2,NP1,NP2-Causality,er,amb,"Peter störte Sebastian, weil er am späten Nachmittag gestresst war und die Nerven verlor.",Wer störte Sebastian? (Peter / Frank),annoyed,StimExp,7.0,268.0,-2.0,79,erschöpft,10.12,9.0,störte,2.33,6.0,87.5,"Peter störte Sebastian,
weil_er am späten Nachmittag gestresst_war und die_Nerven verlor.",Wer störte Sebastian?,Peter,Frank,er,er,F,2,NP2,Peter,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,2,NP1,NP2-Causality,sie,amb,"Eva störte Katharina, weil sie am späten Nachmittag gestresst war und die Nerven verlor.",Wer störte Katharina? (Eva / Barbara),annoyed,StimExp,7.0,268.0,-2.0,79,erschöpft,10.12,9.0,störte,2.33,6.0,87.5,"Eva störte Katharina,
weil_sie am späten Nachmittag gestresst_war und die_Nerven verlor.",Wer störte Katharina?,Eva,Barbara,sie,sie,F,2,NP2,Eva,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,2,NP1,NP2-Causality,er,er,"Eva störte Sebastian, weil er am späten Nachmittag gestresst war und die Nerven verlor.",Wer störte Sebastian? (Eva / Lena),annoyed,StimExp,7.0,268.0,-2.0,79,erschöpft,10.12,9.0,störte,2.33,6.0,87.5,"Eva störte Sebastian,
weil_er am späten Nachmittag gestresst_war und die_Nerven verlor.",Wer störte Sebastian?,Eva,Lena,sie,sie,F,2,NP2,Eva,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,3,NP1,NP1-Causality,er,er,"Michael ärgerte Barbara, weil er um die Mittagszeit frech war und einen Witz machte.",Wen ärgerte Michael? (Barbara / Monika),angered,StimExp,7.0,11.0,-2.46,85,unüberhörbar,0.94,12.0,ärgerte,1.41,7.0,56.25,"Michael ärgerte Barbara,
weil_er um die Mittagszeit frech_war und einen_Witz machte.",Wen ärgerte Michael?,Barbara,Monika,sie,sie,F,3,NP1,Barbara,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,3,NP1,NP1-Causality,er,amb,"Michael ärgerte Stefan, weil er um die Mittagszeit frech war und einen Witz machte.",Wen ärgerte Michael? (Stefan / Daniel),angered,StimExp,7.0,11.0,-2.46,85,unüberhörbar,0.94,12.0,ärgerte,1.41,7.0,56.25,"Michael ärgerte Stefan,
weil_er um die Mittagszeit frech_war und einen_Witz machte.",Wen ärgerte Michael?,Stefan,Daniel,er,er,F,3,NP1,Stefan,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,3,NP1,NP1-Causality,sie,amb,"Nina ärgerte Barbara, weil sie um die Mittagszeit frech war und einen Witz machte.",Wen ärgerte Nina? (Barbara / Birgit),angered,StimExp,7.0,11.0,-2.46,85,unüberhörbar,0.94,12.0,ärgerte,1.41,7.0,56.25,"Nina ärgerte Barbara,
weil_sie um die Mittagszeit frech_war und einen_Witz machte.",Wen ärgerte Nina?,Barbara,Birgit,sie,sie,F,3,NP1,Barbara,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,3,NP1,NP1-Causality,sie,sie,"Nina ärgerte Stefan, weil sie um die Mittagszeit frech war und einen Witz machte.",Wen ärgerte Nina? (Stefan / Marco),angered,StimExp,7.0,11.0,-2.46,85,unüberhörbar,0.94,12.0,ärgerte,1.41,7.0,56.25,"Nina ärgerte Stefan,
weil_sie um die Mittagszeit frech_war und einen_Witz machte.",Wen ärgerte Nina?,Stefan,Marco,er,er,F,3,NP1,Stefan,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,3,NP1,NP2-Causality,sie,sie,"Michael ärgerte Barbara, weil sie um die Mittagszeit gereizt war und das Gespräch verweigerte.",Wen ärgerte Michael? (Barbara / Lisa),angered,StimExp,7.0,11.0,-2.46,85,überdrüssig,0.92,11.0,ärgerte,1.41,7.0,56.25,"Michael ärgerte Barbara,
weil_sie um die Mittagszeit gereizt_war und das_Gespräch verweigerte.",Wen ärgerte Michael?,Barbara,Lisa,sie,sie,F,3,NP2,Barbara,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,3,NP1,NP2-Causality,er,amb,"Michael ärgerte Stefan, weil er um die Mittagszeit gereizt war und das Gespräch verweigerte.",Wen ärgerte Michael? (Stefan / Jürgen),angered,StimExp,7.0,11.0,-2.46,85,überdrüssig,0.92,11.0,ärgerte,1.41,7.0,56.25,"Michael ärgerte Stefan,
weil_er um die Mittagszeit gereizt_war und das_Gespräch verweigerte.",Wen ärgerte Michael?,Stefan,Jürgen,er,er,F,3,NP2,Stefan,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,3,NP1,NP2-Causality,sie,amb,"Nina ärgerte Barbara, weil sie um die Mittagszeit gereizt war und das Gespräch verweigerte.",Wen ärgerte Nina? (Barbara / Anna),angered,StimExp,7.0,11.0,-2.46,85,überdrüssig,0.92,11.0,ärgerte,1.41,7.0,56.25,"Nina ärgerte Barbara,
weil_sie um die Mittagszeit gereizt_war und das_Gespräch verweigerte.",Wen ärgerte Nina?,Barbara,Anna,sie,sie,F,3,NP2,Barbara,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,3,NP1,NP2-Causality,er,er,"Nina ärgerte Stefan, weil er um die Mittagszeit gereizt war und das Gespräch verweigerte.",Wen ärgerte Nina? (Stefan / Tobias),angered,StimExp,7.0,11.0,-2.46,85,überdrüssig,0.92,11.0,ärgerte,1.41,7.0,56.25,"Nina ärgerte Stefan,
weil_er um die Mittagszeit gereizt_war und das_Gespräch verweigerte.",Wen ärgerte Nina?,Stefan,Tobias,er,er,F,3,NP2,Stefan,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,4,NP1,NP1-Causality,er,er,"Martin verärgerte Birgit, weil er am frühen Abend aufdringlich war und die Grenze überschritt.",Was überschritt er? (die Grenze / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,aufdringlich,3.73,12.0,verärgerte,0.37,10.0,56.25,"Martin verärgerte Birgit,
weil_er am frühen Abend aufdringlich_war und die_Grenze überschritt.",Was überschritt er?,die Grenze,einen Schrei,,,F,6,NP1,die Grenze,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,4,NP1,NP1-Causality,er,amb,"Martin verärgerte Tobias, weil er am frühen Abend aufdringlich war und die Grenze überschritt.",Was überschritt er? (die Grenze / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,aufdringlich,3.73,12.0,verärgerte,0.37,10.0,56.25,"Martin verärgerte Tobias,
weil_er am frühen Abend aufdringlich_war und die_Grenze überschritt.",Was überschritt er?,die Grenze,einen Schrei,,,F,6,NP1,die Grenze,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,4,NP1,NP1-Causality,sie,amb,"Renate verärgerte Birgit, weil sie am frühen Abend aufdringlich war und die Grenze überschritt.",Was überschritt sie? (die Grenze / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,aufdringlich,3.73,12.0,verärgerte,0.37,10.0,56.25,"Renate verärgerte Birgit,
weil_sie am frühen Abend aufdringlich_war und die_Grenze überschritt.",Was überschritt sie?,die Grenze,einen Schrei,,,F,6,NP1,die Grenze,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,4,NP1,NP1-Causality,sie,sie,"Renate verärgerte Tobias, weil sie am frühen Abend aufdringlich war und die Grenze überschritt.",Was überschritt sie? (die Grenze / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,aufdringlich,3.73,12.0,verärgerte,0.37,10.0,56.25,"Renate verärgerte Tobias,
weil_sie am frühen Abend aufdringlich_war und die_Grenze überschritt.",Was überschritt sie?,die Grenze,einen Schrei,,,F,6,NP1,die Grenze,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,4,NP1,NP2-Causality,sie,sie,"Martin verärgerte Birgit, weil sie am frühen Abend sensibel war und jedes Wort ernst nahm.",Was nahm sie? (jedes Wort ernst / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,sensibel,13.76,8.0,verärgerte,0.37,10.0,56.25,"Martin verärgerte Birgit,
weil_sie am frühen Abend sensibel_war und jedes_Wort_ernst nahm.",Was nahm sie?,jedes Wort ernst,einen Schrei,,,F,6,NP2,jedes Wort ernst,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,4,NP1,NP2-Causality,er,amb,"Martin verärgerte Tobias, weil er am frühen Abend sensibel war und jedes Wort ernst nahm.",Was nahm er? (jedes Wort ernst / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,sensibel,13.76,8.0,verärgerte,0.37,10.0,56.25,"Martin verärgerte Tobias,
weil_er am frühen Abend sensibel_war und jedes_Wort_ernst nahm.",Was nahm er?,jedes Wort ernst,einen Schrei,,,F,6,NP2,jedes Wort ernst,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,4,NP1,NP2-Causality,sie,amb,"Renate verärgerte Birgit, weil sie am frühen Abend sensibel war und jedes Wort ernst nahm.",Was nahm sie? (jedes Wort ernst / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,sensibel,13.76,8.0,verärgerte,0.37,10.0,56.25,"Renate verärgerte Birgit,
weil_sie am frühen Abend sensibel_war und jedes_Wort_ernst nahm.",Was nahm sie?,jedes Wort ernst,einen Schrei,,,F,6,NP2,jedes Wort ernst,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,4,NP1,NP2-Causality,er,er,"Renate verärgerte Tobias, weil er am frühen Abend sensibel war und jedes Wort ernst nahm.",Was nahm er? (jedes Wort ernst / einen Schrei),antagonized,StimExp,11.0,1.0,-1.36,80,sensibel,13.76,8.0,verärgerte,0.37,10.0,56.25,"Renate verärgerte Tobias,
weil_er am frühen Abend sensibel_war und jedes_Wort_ernst nahm.",Was nahm er?,jedes Wort ernst,einen Schrei,,,F,6,NP2,jedes Wort ernst,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,5,NP2,NP1-Causality,er,er,"Paul bewunderte Petra, weil er von Anfang an beeindruckt war und das Talent lobte.",Was lobte er? (das Talent / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,überzeugt,41.42,9.0,bewunderte,1.17,10.0,50.0,"Paul bewunderte Petra,
weil_er von Anfang an beeindruckt_war und das_Talent lobte.",Was lobte er?,das Talent,die Regeln,,,F,6,NP1,das Talent,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,5,NP2,NP1-Causality,er,amb,"Paul bewunderte Florian, weil er von Anfang an beeindruckt war und das Talent lobte.",Was lobte er? (das Talent / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,überzeugt,41.42,9.0,bewunderte,1.17,10.0,50.0,"Paul bewunderte Florian,
weil_er von Anfang an beeindruckt_war und das_Talent lobte.",Was lobte er?,das Talent,die Regeln,,,F,6,NP1,das Talent,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,5,NP2,NP1-Causality,sie,amb,"Maria bewunderte Petra, weil sie von Anfang an beeindruckt war und das Talent lobte.",Was lobte sie? (das Talent / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,überzeugt,41.42,9.0,bewunderte,1.17,10.0,50.0,"Maria bewunderte Petra,
weil_sie von Anfang an beeindruckt_war und das_Talent lobte.",Was lobte sie?,das Talent,die Regeln,,,F,6,NP1,das Talent,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,5,NP2,NP1-Causality,sie,sie,"Maria bewunderte Florian, weil sie von Anfang an beeindruckt war und das Talent lobte.",Was lobte sie? (das Talent / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,überzeugt,41.42,9.0,bewunderte,1.17,10.0,50.0,"Maria bewunderte Florian,
weil_sie von Anfang an beeindruckt_war und das_Talent lobte.",Was lobte sie?,das Talent,die Regeln,,,F,6,NP1,das Talent,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,5,NP2,NP2-Causality,sie,sie,"Paul bewunderte Petra, weil sie von Anfang an talentiert war und die Preise gewann.",Was gewann sie? (die Preise / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,talentiert,2.73,10.0,bewunderte,1.17,10.0,50.0,"Paul bewunderte Petra,
weil_sie von Anfang an talentiert_war und die_Preise gewann.",Was gewann sie?,die Preise,die Regeln,,,F,6,NP2,die Preise,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,5,NP2,NP2-Causality,er,amb,"Paul bewunderte Florian, weil er von Anfang an talentiert war und die Preise gewann.",Was gewann er? (die Preise / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,talentiert,2.73,10.0,bewunderte,1.17,10.0,50.0,"Paul bewunderte Florian,
weil_er von Anfang an talentiert_war und die_Preise gewann.",Was gewann er?,die Preise,die Regeln,,,F,6,NP2,die Preise,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,5,NP2,NP2-Causality,sie,amb,"Maria bewunderte Petra, weil sie von Anfang an talentiert war und die Preise gewann.",Was gewann sie? (die Preise / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,talentiert,2.73,10.0,bewunderte,1.17,10.0,50.0,"Maria bewunderte Petra,
weil_sie von Anfang an talentiert_war und die_Preise gewann.",Was gewann sie?,die Preise,die Regeln,,,F,6,NP2,die Preise,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,5,NP2,NP2-Causality,er,er,"Maria bewunderte Florian, weil er von Anfang an talentiert war und die Preise gewann.",Was gewann er? (die Preise / die Regeln),admired,ExpStim,7.0,74.0,2.0,-92,talentiert,2.73,10.0,bewunderte,1.17,10.0,50.0,"Maria bewunderte Florian,
weil_er von Anfang an talentiert_war und die_Preise gewann.",Was gewann er?,die Preise,die Regeln,,,F,6,NP2,die Preise,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,6,NP2,NP1-Causality,er,er,"Daniel beklatschte Jana, weil er während der Vorstellung begeistert war und die Show liebte.",Was tat Daniel? (beklatschte Jana / interessierte Claudia),applauded,AgEvo,9.0,12.0,1.82,-84,begeistert,34.48,10.0,beklatschte,0.03,11.0,37.5,"Daniel beklatschte Jana,
weil_er während der Vorstellung begeistert_war und die_Show liebte.",Was tat Daniel?,beklatschte Jana,interessierte Claudia,,,F,4,NP1,beklatschte Jana,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,6,NP2,NP1-Causality,er,amb,"Daniel beklatschte Karl, weil er während der Vorstellung begeistert war und die Show liebte.",Was tat Daniel? (beklatschte Karl / benachrichtigte Tobias),applauded,AgEvo,9.0,12.0,1.82,-84,begeistert,34.48,10.0,beklatschte,0.03,11.0,37.5,"Daniel beklatschte Karl,
weil_er während der Vorstellung begeistert_war und die_Show liebte.",Was tat Daniel?,beklatschte Karl,benachrichtigte Tobias,,,F,4,NP1,beklatschte Karl,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,6,NP2,NP1-Causality,sie,amb,"Martina beklatschte Jana, weil sie während der Vorstellung begeistert war und die Show liebte.",Was tat Martina? (beklatschte Jana / belog Peter),applauded,AgEvo,9.0,12.0,1.82,-84,begeistert,34.48,10.0,beklatschte,0.03,11.0,37.5,"Martina beklatschte Jana,
weil_sie während der Vorstellung begeistert_war und die_Show liebte.",Was tat Martina?,beklatschte Jana,belog Peter,,,F,4,NP1,beklatschte Jana,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,6,NP2,NP1-Causality,sie,sie,"Martina beklatschte Karl, weil sie während der Vorstellung begeistert war und die Show liebte.",Was tat Martina? (beklatschte Karl / hasste Peter),applauded,AgEvo,9.0,12.0,1.82,-84,begeistert,34.48,10.0,beklatschte,0.03,11.0,37.5,"Martina beklatschte Karl,
weil_sie während der Vorstellung begeistert_war und die_Show liebte.",Was tat Martina?,beklatschte Karl,hasste Peter,,,F,4,NP1,beklatschte Karl,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,6,NP2,NP2-Causality,sie,sie,"Daniel beklatschte Jana, weil sie während der Vorstellung großartig war und den Applaus erhielt.",Was tat Daniel? (beklatschte Jana / schätzte Andreas),applauded,AgEvo,9.0,12.0,1.82,-84,großartig,19.01,10.0,beklatschte,0.03,11.0,37.5,"Daniel beklatschte Jana,
weil_sie während der Vorstellung großartig_war und den_Applaus erhielt.",Was tat Daniel?,beklatschte Jana,schätzte Andreas,,,F,4,NP2,beklatschte Jana,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,6,NP2,NP2-Causality,er,amb,"Daniel beklatschte Karl, weil er während der Vorstellung großartig war und den Applaus erhielt.",Was tat Daniel? (beklatschte Karl / führte Lena),applauded,AgEvo,9.0,12.0,1.82,-84,großartig,19.01,10.0,beklatschte,0.03,11.0,37.5,"Daniel beklatschte Karl,
weil_er während der Vorstellung großartig_war und den_Applaus erhielt.",Was tat Daniel?,beklatschte Karl,führte Lena,,,F,4,NP2,beklatschte Karl,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,6,NP2,NP2-Causality,sie,amb,"Martina beklatschte Jana, weil sie während der Vorstellung großartig war und den Applaus erhielt.",Was tat Martina? (beklatschte Jana / beunruhigte Stefan),applauded,AgEvo,9.0,12.0,1.82,-84,großartig,19.01,10.0,beklatschte,0.03,11.0,37.5,"Martina beklatschte Jana,
weil_sie während der Vorstellung großartig_war und den_Applaus erhielt.",Was tat Martina?,beklatschte Jana,beunruhigte Stefan,,,F,4,NP2,beklatschte Jana,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,6,NP2,NP2-Causality,er,er,"Martina beklatschte Karl, weil er während der Vorstellung großartig war und den Applaus erhielt.",Was tat Martina? (beklatschte Karl / beunruhigte Stefan),applauded,AgEvo,9.0,12.0,1.82,-84,großartig,19.01,10.0,beklatschte,0.03,11.0,37.5,"Martina beklatschte Karl,
weil_er während der Vorstellung großartig_war und den_Applaus erhielt.",Was tat Martina?,beklatschte Karl,beunruhigte Stefan,,,F,4,NP2,beklatschte Karl,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,7,NP2,NP1-Causality,er,er,"Johannes verehrte Julia, weil er von Anfang an beeindruckt war und den Erfolg teilte.",Wen verehrte Johannes? (Julia / Petra),adored,ExpStim,6.0,18.0,2.54,-74,schwach,51.17,7.0,verehrte,2.75,8.0,93.75,"Johannes verehrte Julia,
weil_er von Anfang an beeindruckt_war und den_Erfolg teilte.",Wen verehrte Johannes?,Julia,Petra,sie,sie,F,3,NP1,Julia,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,7,NP2,NP1-Causality,er,amb,"Johannes verehrte Jürgen, weil er von Anfang an beeindruckt war und den Erfolg teilte.",Wen verehrte Johannes? (Jürgen / Frank),adored,ExpStim,6.0,18.0,2.54,-74,schwach,51.17,7.0,verehrte,2.75,8.0,93.75,"Johannes verehrte Jürgen,
weil_er von Anfang an beeindruckt_war und den_Erfolg teilte.",Wen verehrte Johannes?,Jürgen,Frank,er,er,F,3,NP1,Jürgen,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,7,NP2,NP1-Causality,sie,amb,"Claudia verehrte Julia, weil sie von Anfang an beeindruckt war und den Erfolg teilte.",Wen verehrte Claudia? (Julia / Sarah),adored,ExpStim,6.0,18.0,2.54,-74,schwach,51.17,7.0,verehrte,2.75,8.0,93.75,"Claudia verehrte Julia,
weil_sie von Anfang an beeindruckt_war und den_Erfolg teilte.",Wen verehrte Claudia?,Julia,Sarah,sie,sie,F,3,NP1,Julia,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,7,NP2,NP1-Causality,sie,sie,"Claudia verehrte Jürgen, weil sie von Anfang an beeindruckt war und den Erfolg teilte.",Wen verehrte Claudia? (Jürgen / David),adored,ExpStim,6.0,18.0,2.54,-74,schwach,51.17,7.0,verehrte,2.75,8.0,93.75,"Claudia verehrte Jürgen,
weil_sie von Anfang an beeindruckt_war und den_Erfolg teilte.",Wen verehrte Claudia?,Jürgen,David,er,er,F,3,NP1,Jürgen,left,F,F,False,female,male,swapped,NP1-Causality
